#t MKKK MKKK_P MKK MKK_P MKK_PP MAPK MAPK_P MAPK_PP 
##CONCENTRATIONS
65.7 29.7888 70.2112 242.989 30.7449 26.2661 274.576 16.6168 8.80705 
65.8 29.7167 70.2833 242.874 30.7896 26.3364 274.54 16.6368 8.82311 
65.9 29.6448 70.3552 242.759 30.8343 26.4069 274.504 16.6568 8.83927 
66 29.573 70.427 242.644 30.879 26.4774 274.468 16.677 8.85551 
66.1 29.5013 70.4987 242.528 30.9237 26.5481 274.431 16.6971 8.87184 
66.2 29.4298 70.5702 242.413 30.9684 26.6189 274.394 16.7174 8.88827 
66.3 29.3585 70.6415 242.297 31.0132 26.6899 274.358 16.7377 8.90479 
66.4 29.2873 70.7127 242.181 31.0579 26.761 274.321 16.7581 8.9214 
66.5 29.2162 70.7838 242.065 31.1027 26.8322 274.283 16.7785 8.9381 
66.6 29.1453 70.8547 241.949 31.1474 26.9035 274.246 16.799 8.95489 
66.7 29.0746 70.9254 241.833 31.1922 26.975 274.209 16.8195 8.97178 
66.8 29.0039 70.9961 241.716 31.237 27.0466 274.171 16.8401 8.98876 
66.9 28.9335 71.0665 241.6 31.2818 27.1183 274.133 16.8608 9.00583 
67 28.8632 71.1368 241.483 31.3266 27.1902 274.095 16.8815 9.023 
67.1 28.793 71.207 241.366 31.3714 27.2622 274.057 16.9023 9.04026 
67.2 28.723 71.277 241.25 31.4162 27.3343 274.019 16.9232 9.05761 
67.3 28.6531 71.3469 241.132 31.461 27.4065 273.981 16.9441 9.07506 
67.4 28.5834 71.4166 241.015 31.5058 27.4789 273.942 16.965 9.09261 
67.5 28.5138 71.4862 240.898 31.5507 27.5514 273.904 16.9861 9.11024 
67.6 28.4444 71.5556 240.78 31.5955 27.6241 273.865 17.0072 9.12798 
67.7 28.3751 71.6249 240.663 31.6404 27.6968 273.826 17.0283 9.1458 
67.8 28.306 71.694 240.545 31.6852 27.7697 273.787 17.0495 9.16372 
67.9 28.237 71.763 240.427 31.7301 27.8427 273.747 17.0708 9.18174 
68 28.1682 71.8318 240.309 31.775 27.9159 273.708 17.0922 9.19986 
68.1 28.0995 71.9005 240.191 31.8198 27.9891 273.668 17.1136 9.21807 
68.2 28.031 71.969 240.073 31.8647 28.0625 273.629 17.135 9.23637 
68.3 27.9626 72.0374 239.954 31.9096 28.136 273.589 17.1566 9.25477 
68.4 27.8944 72.1056 239.836 31.9545 28.2097 273.549 17.1781 9.27327 
68.5 27.8264 72.1736 239.717 31.9994 28.2835 273.508 17.1998 9.29187 
68.6 27.7585 72.2415 239.598 32.0443 28.3574 273.468 17.2215 9.31056 
68.7 27.6907 72.3093 239.479 32.0892 28.4314 273.427 17.2433 9.32935 
68.8 27.6231 72.3769 239.36 32.1342 28.5056 273.387 17.2651 9.34824 
68.9 27.5557 72.4443 239.241 32.1791 28.5798 273.346 17.287 9.36722 
69 27.4884 72.5116 239.122 32.224 28.6542 273.305 17.309 9.38631 
69.1 27.4213 72.5787 239.002 32.2689 28.7288 273.264 17.331 9.40549 
69.2 27.3543 72.6457 238.883 32.3139 28.8034 273.222 17.3531 9.42477 
69.3 27.2874 72.7126 238.763 32.3588 28.8782 273.181 17.3752 9.44415 
69.4 27.2208 72.7792 238.643 32.4038 28.9531 273.139 17.3974 9.46363 
69.5 27.1542 72.8458 238.523 32.4487 29.0282 273.097 17.4197 9.4832 
69.6 27.0879 72.9121 238.403 32.4937 29.1033 273.055 17.442 9.50288 
69.7 27.0217 72.9783 238.283 32.5386 29.1786 273.013 17.4644 9.52266 
69.8 26.9556 73.0444 238.162 32.5836 29.254 272.971 17.4869 9.54253 
69.9 26.8897 73.1103 238.042 32.6286 29.3295 272.928 17.5094 9.56251 
70 26.824 73.176 237.921 32.6736 29.4052 272.885 17.532 9.58258 
70.1 26.7584 73.2416 237.801 32.7185 29.481 272.843 17.5546 9.60276 
70.2 26.693 73.307 237.68 32.7635 29.5569 272.8 17.5773 9.62304 
70.3 26.6277 73.3723 237.559 32.8085 29.6329 272.757 17.6001 9.64342 
70.4 26.5626 73.4374 237.438 32.8535 29.709 272.713 17.6229 9.6639 
70.5 26.4976 73.5024 237.316 32.8985 29.7853 272.67 17.6458 9.68448 
70.6 26.4328 73.5672 237.195 32.9435 29.8617 272.626 17.6688 9.70516 
70.7 26.3682 73.6318 237.073 32.9884 29.9382 272.582 17.6918 9.72595 
70.8 26.3037 73.6963 236.952 33.0334 30.0148 272.538 17.7148 9.74684 
70.9 26.2394 73.7606 236.83 33.0784 30.0916 272.494 17.738 9.76783 
71 26.1752 73.8248 236.708 33.1234 30.1685 272.45 17.7612 9.78892 
71.1 26.1112 73.8888 236.586 33.1684 30.2455 272.405 17.7845 9.81012 
71.2 26.0473 73.9527 236.464 33.2134 30.3226 272.361 17.8078 9.83141 
71.3 25.9836 74.0164 236.342 33.2584 30.3998 272.316 17.8312 9.85282 
71.4 25.9201 74.0799 236.219 33.3034 30.4772 272.271 17.8546 9.87432 
71.5 25.8567 74.1433 236.097 33.3485 30.5547 272.226 17.8781 9.89593 
71.6 25.7935 74.2065 235.974 33.3935 30.6323 272.181 17.9017 9.91765 
71.7 25.7304 74.2696 235.852 33.4385 30.71 272.135 17.9254 9.93947 
71.8 25.6675 74.3325 235.729 33.4835 30.7879 272.09 17.9491 9.96139 
71.9 25.6048 74.3952 235.606 33.5285 30.8658 272.044 17.9728 9.98342 
72 25.5422 74.4578 235.483 33.5735 30.9439 271.998 17.9967 10.0056 
72.1 25.4798 74.5202 235.359 33.6185 31.0221 271.952 18.0205 10.0278 
72.2 25.4175 74.5825 235.236 33.6635 31.1005 271.905 18.0445 10.0501 
72.3 25.3554 74.6446 235.113 33.7085 31.1789 271.859 18.0685 10.0726 
72.4 25.2935 74.7065 234.989 33.7535 31.2575 271.812 18.0926 10.0951 
72.5 25.2317 74.7683 234.865 33.7986 31.3362 271.765 18.1167 10.1178 
72.6 25.17 74.83 234.741 33.8436 31.415 271.718 18.1409 10.1406 
72.7 25.1086 74.8914 234.618 33.8886 31.4939 271.671 18.1652 10.1634 
72.8 25.0473 74.9527 234.493 33.9336 31.5729 271.624 18.1895 10.1864 
72.9 24.9861 75.0139 234.369 33.9786 31.6521 271.577 18.2139 10.2095 
73 24.9252 75.0748 234.245 34.0236 31.7314 271.529 18.2384 10.2327 
73.1 24.8643 75.1357 234.121 34.0686 31.8107 271.481 18.2629 10.256 
73.2 24.8037 75.1963 233.996 34.1136 31.8903 271.433 18.2875 10.2794 
73.3 24.7432 75.2568 233.872 34.1586 31.9699 271.385 18.3121 10.303 
73.4 24.6829 75.3171 233.747 34.2036 32.0496 271.337 18.3368 10.3266 
73.5 24.6227 75.3773 233.622 34.2486 32.1295 271.288 18.3616 10.3503 
73.6 24.5627 75.4373 233.497 34.2936 32.2095 271.239 18.3865 10.3742 
73.7 24.5028 75.4972 233.372 34.3386 32.2896 271.191 18.4113 10.3981 
73.8 24.4431 75.5569 233.247 34.3836 32.3698 271.141 18.4363 10.4222 
73.9 24.3836 75.6164 233.121 34.4286 32.4501 271.092 18.4613 10.4464 
74 24.3243 75.6757 232.996 34.4736 32.5305 271.043 18.4864 10.4707 
74.1 24.2651 75.7349 232.87 34.5186 32.6111 270.993 18.5116 10.4951 
74.2 24.206 75.794 232.745 34.5636 32.6918 270.944 18.5368 10.5196 
74.3 24.1471 75.8529 232.619 34.6085 32.7725 270.894 18.562 10.5442 
74.4 24.0884 75.9116 232.493 34.6535 32.8534 270.844 18.5874 10.5689 
74.5 24.0299 75.9701 232.367 34.6985 32.9345 270.793 18.6128 10.5938 
74.6 23.9715 76.0285 232.241 34.7435 33.0156 270.743 18.6382 10.6187 
74.7 23.9133 76.0867 232.115 34.7884 33.0968 270.692 18.6638 10.6438 
74.8 23.8552 76.1448 231.988 34.8334 33.1782 270.642 18.6894 10.669 
74.9 23.7973 76.2027 231.862 34.8784 33.2597 270.591 18.715 10.6943 
75 23.7396 76.2604 231.735 34.9233 33.3412 270.54 18.7407 10.7197 
75.1 23.682 76.318 231.609 34.9683 33.4229 270.488 18.7665 10.7452 
75.2 23.6246 76.3754 231.482 35.0132 33.5047 270.437 18.7923 10.7708 
75.3 23.5673 76.4327 231.355 35.0582 33.5867 270.385 18.8182 10.7965 
75.4 23.5102 76.4898 231.228 35.1031 33.6687 270.333 18.8442 10.8224 
75.5 23.4533 76.5467 231.101 35.148 33.7508 270.281 18.8702 10.8484 
75.6 23.3966 76.6034 230.974 35.193 33.8331 270.229 18.8963 10.8744 
75.7 23.34 76.66 230.847 35.2379 33.9155 270.177 18.9225 10.9006 
75.8 23.2835 76.7165 230.719 35.2828 33.998 270.124 18.9487 10.9269 
75.9 23.2273 76.7727 230.592 35.3277 34.0805 270.072 18.975 10.9534 
76 23.1712 76.8288 230.464 35.3726 34.1633 270.019 19.0013 10.9799 
76.1 23.1152 76.8848 230.336 35.4175 34.2461 269.966 19.0277 11.0066 
76.2 23.0595 76.9405 230.209 35.4624 34.329 269.912 19.0542 11.0333 
76.3 23.0038 76.9962 230.081 35.5073 34.412 269.859 19.0807 11.0602 
76.4 22.9484 77.0516 229.953 35.5522 34.4952 269.805 19.1073 11.0872 
76.5 22.8931 77.1069 229.824 35.5971 34.5784 269.752 19.134 11.1143 
76.6 22.838 77.162 229.696 35.642 34.6618 269.698 19.1607 11.1416 
76.7 22.783 77.217 229.568 35.6869 34.7453 269.644 19.1875 11.1689 
76.8 22.7282 77.2718 229.439 35.7317 34.8289 269.589 19.2143 11.1964 
76.9 22.6736 77.3264 229.311 35.7766 34.9125 269.535 19.2412 11.224 
77 22.6191 77.3809 229.182 35.8214 34.9963 269.48 19.2682 11.2517 
77.1 22.5648 77.4352 229.053 35.8663 35.0803 269.425 19.2952 11.2795 
77.2 22.5107 77.4893 228.925 35.9111 35.1643 269.37 19.3223 11.3075 
77.3 22.4567 77.5433 228.796 35.956 35.2484 269.315 19.3495 11.3355 
77.4 22.4029 77.5971 228.667 36.0008 35.3326 269.26 19.3767 11.3637 
77.5 22.3493 77.6507 228.537 36.0456 35.417 269.204 19.404 11.392 
77.6 22.2958 77.7042 228.408 36.0904 35.5014 269.148 19.4313 11.4204 
77.7 22.2425 77.7575 228.279 36.1352 35.586 269.092 19.4587 11.4489 
77.8 22.1893 77.8107 228.149 36.18 35.6707 269.036 19.4862 11.4776 
77.9 22.1363 77.8637 228.02 36.2248 35.7554 268.98 19.5137 11.5064 
78 22.0835 77.9165 227.89 36.2696 35.8403 268.923 19.5413 11.5353 
78.1 22.0308 77.9692 227.76 36.3143 35.9253 268.867 19.569 11.5643 
78.2 21.9783 78.0217 227.631 36.3591 36.0104 268.81 19.5967 11.5934 
78.3 21.926 78.074 227.501 36.4039 36.0956 268.753 19.6245 11.6227 
78.4 21.8738 78.1262 227.371 36.4486 36.1809 268.696 19.6523 11.6521 
78.5 21.8218 78.1782 227.24 36.4933 36.2663 268.638 19.6802 11.6816 
78.6 21.77 78.23 227.11 36.5381 36.3518 268.581 19.7082 11.7112 
78.7 21.7183 78.2817 226.98 36.5828 36.4374 268.523 19.7362 11.7409 
78.8 21.6668 78.3332 226.849 36.6275 36.5231 268.465 19.7643 11.7708 
78.9 21.6154 78.3846 226.719 36.6722 36.6089 268.407 19.7925 11.8008 
79 21.5642 78.4358 226.588 36.7169 36.6949 268.348 19.8207 11.8309 
79.1 21.5132 78.4868 226.458 36.7616 36.7809 268.29 19.849 11.8611 
79.2 21.4624 78.5376 226.327 36.8063 36.867 268.231 19.8773 11.8915 
79.3 21.4117 78.5883 226.196 36.8509 36.9532 268.172 19.9057 11.9219 
79.4 21.3611 78.6389 226.065 36.8956 37.0396 268.113 19.9342 11.9525 
79.5 21.3108 78.6892 225.934 36.9402 37.126 268.054 19.9627 11.9833 
79.6 21.2605 78.7395 225.803 36.9849 37.2126 267.995 19.9913 12.0141 
79.7 21.2105 78.7895 225.671 37.0295 37.2992 267.935 20.0199 12.0451 
79.8 21.1606 78.8394 225.54 37.0741 37.386 267.875 20.0487 12.0762 
79.9 21.1109 78.8891 225.408 37.1187 37.4728 267.815 20.0774 12.1074 
80 21.0614 78.9386 225.277 37.1633 37.5598 267.755 20.1063 12.1388 
80.1 21.012 78.988 225.145 37.2079 37.6468 267.695 20.1352 12.1703 
80.2 20.9627 79.0373 225.014 37.2525 37.734 267.634 20.1641 12.2019 
80.3 20.9137 79.0863 224.882 37.297 37.8212 267.573 20.1931 12.2336 
80.4 20.8648 79.1352 224.75 37.3416 37.9086 267.512 20.2222 12.2654 
80.5 20.816 79.184 224.618 37.3861 37.996 267.451 20.2514 12.2974 
80.6 20.7675 79.2325 224.486 37.4307 38.0836 267.39 20.2806 12.3295 
80.7 20.719 79.281 224.354 37.4752 38.1713 267.328 20.3098 12.3618 
80.8 20.6708 79.3292 224.221 37.5197 38.259 267.267 20.3392 12.3941 
80.9 20.6227 79.3773 224.089 37.5642 38.3469 267.205 20.3686 12.4266 
81 20.5748 79.4252 223.956 37.6087 38.4348 267.143 20.398 12.4593 
81.1 20.527 79.473 223.824 37.6532 38.5229 267.08 20.4275 12.492 
81.2 20.4794 79.5206 223.691 37.6976 38.611 267.018 20.4571 12.5249 
81.3 20.432 79.568 223.559 37.7421 38.6993 266.955 20.4867 12.5579 
81.4 20.3847 79.6153 223.426 37.7865 38.7876 266.893 20.5164 12.591 
81.5 20.3376 79.6624 223.293 37.831 38.876 266.83 20.5462 12.6243 
81.6 20.2906 79.7094 223.16 37.8754 38.9646 266.766 20.576 12.6577 
81.7 20.2438 79.7562 223.027 37.9198 39.0532 266.703 20.6059 12.6912 
81.8 20.1972 79.8028 222.894 37.9642 39.142 266.639 20.6358 12.7248 
81.9 20.1507 79.8493 222.761 38.0085 39.2308 266.576 20.6658 12.7586 
82 20.1044 79.8956 222.627 38.0529 39.3197 266.512 20.6959 12.7925 
82.1 20.0583 79.9417 222.494 38.0973 39.4087 266.447 20.726 12.8266 
82.2 20.0123 79.9877 222.361 38.1416 39.4979 266.383 20.7562 12.8608 
82.3 19.9665 80.0335 222.227 38.1859 39.5871 266.318 20.7865 12.8951 
82.4 19.9208 80.0792 222.093 38.2302 39.6764 266.254 20.8168 12.9295 
82.5 19.8753 80.1247 221.96 38.2745 39.7658 266.189 20.8471 12.9641 
82.6 19.83 80.17 221.826 38.3188 39.8553 266.124 20.8776 12.9988 
82.7 19.7848 80.2152 221.692 38.3631 39.9449 266.058 20.9081 13.0336 
82.8 19.7398 80.2602 221.558 38.4074 40.0346 265.993 20.9386 13.0686 
82.9 19.6949 80.3051 221.424 38.4516 40.1244 265.927 20.9692 13.1037 
83 19.6502 80.3498 221.29 38.4959 40.2142 265.861 20.9999 13.1389 
83.1 19.6057 80.3943 221.156 38.5401 40.3042 265.795 21.0306 13.1743 
83.2 19.5613 80.4387 221.021 38.5843 40.3943 265.729 21.0614 13.2098 
83.3 19.5171 80.4829 220.887 38.6285 40.4844 265.662 21.0923 13.2454 
83.4 19.473 80.527 220.753 38.6726 40.5747 265.596 21.1232 13.2812 
83.5 19.4291 80.5709 220.618 38.7168 40.665 265.529 21.1541 13.3171 
83.6 19.3854 80.6146 220.484 38.761 40.7555 265.462 21.1852 13.3531 
83.7 19.3418 80.6582 220.349 38.8051 40.846 265.394 21.2163 13.3893 
83.8 19.2984 80.7016 220.214 38.8492 40.9366 265.327 21.2474 13.4256 
83.9 19.2551 80.7449 220.079 38.8933 41.0273 265.259 21.2786 13.462 
84 19.212 80.788 219.944 38.9374 41.1181 265.191 21.3099 13.4986 
84.1 19.1691 80.8309 219.809 38.9815 41.209 265.123 21.3412 13.5353 
84.2 19.1263 80.8737 219.674 39.0255 41.3 265.055 21.3726 13.5722 
84.3 19.0837 80.9163 219.539 39.0696 41.3911 264.987 21.4041 13.6092 
84.4 19.0412 80.9588 219.404 39.1136 41.4823 264.918 21.4356 13.6463 
84.5 18.9989 81.0011 219.269 39.1576 41.5735 264.849 21.4672 13.6835 
84.6 18.9567 81.0433 219.133 39.2016 41.6649 264.78 21.4988 13.7209 
84.7 18.9147 81.0853 218.998 39.2456 41.7563 264.711 21.5305 13.7585 
84.8 18.8729 81.1271 218.863 39.2896 41.8478 264.642 21.5622 13.7962 
84.9 18.8312 81.1688 218.727 39.3336 41.9394 264.572 21.594 13.834 
85 18.7897 81.2103 218.591 39.3775 42.0311 264.502 21.6259 13.8719 
85.1 18.7483 81.2517 218.456 39.4214 42.1229 264.432 21.6578 13.91 
85.2 18.7071 81.2929 218.32 39.4653 42.2148 264.362 21.6898 13.9482 
85.3 18.6661 81.3339 218.184 39.5092 42.3068 264.292 21.7218 13.9866 
85.4 18.6252 81.3748 218.048 39.5531 42.3988 264.221 21.7539 14.0251 
85.5 18.5844 81.4156 217.912 39.5969 42.491 264.15 21.7861 14.0638 
85.6 18.5438 81.4562 217.776 39.6408 42.5832 264.079 21.8183 14.1025 
85.7 18.5034 81.4966 217.64 39.6846 42.6755 264.008 21.8506 14.1415 
85.8 18.4631 81.5369 217.504 39.7284 42.7679 263.937 21.8829 14.1805 
85.9 18.423 81.577 217.367 39.7722 42.8604 263.865 21.9153 14.2198 
86 18.383 81.617 217.231 39.816 42.953 263.793 21.9478 14.2591 
86.1 18.3432 81.6568 217.095 39.8597 43.0457 263.721 21.9803 14.2986 
86.2 18.3036 81.6964 216.958 39.9035 43.1384 263.649 22.0129 14.3382 
86.3 18.2641 81.7359 216.822 39.9472 43.2312 263.576 22.0455 14.378 
86.4 18.2247 81.7753 216.685 39.9909 43.3242 263.504 22.0782 14.4179 
86.5 18.1855 81.8145 216.548 40.0346 43.4172 263.431 22.1109 14.458 
86.6 18.1465 81.8535 216.411 40.0783 43.5103 263.358 22.1437 14.4982 
86.7 18.1076 81.8924 216.275 40.1219 43.6034 263.285 22.1766 14.5385 
86.8 18.0689 81.9311 216.138 40.1656 43.6967 263.211 22.2095 14.579 
86.9 18.0303 81.9697 216.001 40.2092 43.79 263.138 22.2425 14.6196 
87 17.9919 82.0081 215.864 40.2528 43.8835 263.064 22.2755 14.6604 
87.1 17.9536 82.0464 215.727 40.2964 43.977 262.99 22.3086 14.7013 
87.2 17.9155 82.0845 215.59 40.3399 44.0706 262.916 22.3418 14.7424 
87.3 17.8776 82.1224 215.452 40.3835 44.1642 262.841 22.375 14.7836 
87.4 17.8397 82.1603 215.315 40.427 44.258 262.767 22.4082 14.825 
87.5 17.8021 82.1979 215.178 40.4705 44.3518 262.692 22.4416 14.8665 
87.6 17.7646 82.2354 215.04 40.514 44.4458 262.617 22.475 14.9081 
87.7 17.7272 82.2728 214.903 40.5575 44.5398 262.542 22.5084 14.9499 
87.8 17.69 82.31 214.765 40.601 44.6338 262.466 22.5419 14.9918 
87.9 17.653 82.347 214.628 40.6444 44.728 262.391 22.5754 15.0339 
88 17.6161 82.3839 214.49 40.6878 44.8223 262.315 22.609 15.0761 
88.1 17.5793 82.4207 214.352 40.7312 44.9166 262.239 22.6427 15.1185 
88.2 17.5427 82.4573 214.214 40.7746 45.011 262.163 22.6764 15.161 
88.3 17.5063 82.4937 214.077 40.818 45.1055 262.086 22.7102 15.2037 
88.4 17.47 82.53 213.939 40.8613 45.2001 262.009 22.744 15.2465 
88.5 17.4338 82.5662 213.801 40.9046 45.2947 261.933 22.7779 15.2895 
88.6 17.3978 82.6022 213.663 40.9479 45.3894 261.856 22.8119 15.3326 
88.7 17.362 82.638 213.525 40.9912 45.4842 261.778 22.8459 15.3758 
88.8 17.3263 82.6737 213.386 41.0345 45.5791 261.701 22.8799 15.4192 
88.9 17.2907 82.7093 213.248 41.0778 45.6741 261.623 22.9141 15.4628 
89 17.2553 82.7447 213.11 41.121 45.7691 261.545 22.9482 15.5065 
89.1 17.2201 82.7799 212.972 41.1642 45.8643 261.467 22.9825 15.5504 
89.2 17.1849 82.8151 212.833 41.2074 45.9595 261.389 23.0167 15.5944 
89.3 17.15 82.85 212.695 41.2506 46.0547 261.31 23.0511 15.6385 
89.4 17.1152 82.8848 212.556 41.2937 46.1501 261.232 23.0855 15.6828 
89.5 17.0805 82.9195 212.418 41.3368 46.2455 261.153 23.1199 15.7273 
89.6 17.046 82.954 212.279 41.38 46.3411 261.074 23.1544 15.7719 
89.7 17.0116 82.9884 212.14 41.423 46.4366 260.994 23.189 15.8166 
89.8 16.9774 83.0226 212.002 41.4661 46.5323 260.915 23.2236 15.8615 
89.9 16.9433 83.0567 211.863 41.5092 46.628 260.835 23.2583 15.9066 
90 16.9094 83.0906 211.724 41.5522 46.7239 260.755 23.293 15.9518 
90.1 16.8756 83.1244 211.585 41.5952 46.8198 260.675 23.3278 15.9972 
90.2 16.842 83.158 211.446 41.6382 46.9157 260.595 23.3627 16.0427 
90.3 16.8085 83.1915 211.307 41.6812 47.0118 260.514 23.3976 16.0883 
90.4 16.7751 83.2249 211.168 41.7241 47.1079 260.433 23.4325 16.1342 
90.5 16.7419 83.2581 211.029 41.767 47.2041 260.352 23.4675 16.1801 
90.6 16.7088 83.2912 210.89 41.81 47.3003 260.271 23.5026 16.2263 
90.7 16.6759 83.3241 210.75 41.8528 47.3967 260.19 23.5377 16.2725 
90.8 16.6432 83.3568 210.611 41.8957 47.4931 260.108 23.5728 16.319 
90.9 16.6105 83.3895 210.472 41.9386 47.5896 260.026 23.6081 16.3655 
91 16.578 83.422 210.332 41.9814 47.6862 259.944 23.6433 16.4123 
91.1 16.5457 83.4543 210.193 42.0242 47.7828 259.862 23.6787 16.4592 
91.2 16.5135 83.4865 210.054 42.067 47.8795 259.78 23.7141 16.5062 
91.3 16.4814 83.5186 209.914 42.1097 47.9763 259.697 23.7495 16.5534 
91.4 16.4495 83.5505 209.774 42.1525 48.0731 259.614 23.785 16.6008 
91.5 16.4177 83.5823 209.635 42.1952 48.1701 259.531 23.8205 16.6483 
91.6 16.3861 83.6139 209.495 42.2379 48.2671 259.448 23.8561 16.696 
91.7 16.3546 83.6454 209.355 42.2806 48.3641 259.364 23.8918 16.7438 
91.8 16.3233 83.6767 209.215 42.3232 48.4613 259.281 23.9275 16.7918 
91.9 16.2921 83.7079 209.076 42.3658 48.5585 259.197 23.9633 16.8399 
92 16.261 83.739 208.936 42.4085 48.6558 259.113 23.9991 16.8882 
92.1 16.2301 83.7699 208.796 42.451 48.7531 259.028 24.0349 16.9367 
92.2 16.1993 83.8007 208.656 42.4936 48.8506 258.944 24.0709 16.9853 
92.3 16.1686 83.8314 208.516 42.5362 48.9481 258.859 24.1068 17.034 
92.4 16.1381 83.8619 208.376 42.5787 49.0456 258.774 24.1429 17.083 
92.5 16.1078 83.8922 208.236 42.6212 49.1433 258.689 24.1789 17.1321 
92.6 16.0775 83.9225 208.095 42.6637 49.241 258.604 24.2151 17.1813 
92.7 16.0474 83.9526 207.955 42.7061 49.3388 258.518 24.2513 17.2307 
92.8 16.0175 83.9825 207.815 42.7486 49.4366 258.432 24.2875 17.2802 
92.9 15.9877 84.0123 207.675 42.791 49.5345 258.346 24.3238 17.33 
93 15.958 84.042 207.534 42.8334 49.6325 258.26 24.3601 17.3798 
93.1 15.9285 84.0715 207.394 42.8757 49.7306 258.174 24.3965 17.4299 
93.2 15.8991 84.1009 207.253 42.9181 49.8287 258.087 24.433 17.4801 
93.3 15.8698 84.1302 207.113 42.9604 49.9269 258 24.4695 17.5304 
93.4 15.8407 84.1593 206.972 43.0027 50.0251 257.913 24.506 17.581 
93.5 15.8117 84.1883 206.832 43.045 50.1234 257.826 24.5426 17.6316 
93.6 15.7828 84.2172 206.691 43.0872 50.2218 257.738 24.5793 17.6825 
93.7 15.7541 84.2459 206.55 43.1294 50.3203 257.651 24.616 17.7335 
93.8 15.7255 84.2745 206.41 43.1717 50.4188 257.563 24.6527 17.7846 
93.9 15.6971 84.3029 206.269 43.2138 50.5174 257.475 24.6895 17.836 
94 15.6688 84.3312 206.128 43.256 50.6161 257.386 24.7264 17.8874 
94.1 15.6406 84.3594 205.987 43.2981 50.7148 257.298 24.7633 17.9391 
94.2 15.6125 84.3875 205.846 43.3403 50.8136 257.209 24.8003 17.9909 
94.3 15.5846 84.4154 205.705 43.3823 50.9124 257.12 24.8373 18.0429 
94.4 15.5568 84.4432 205.564 43.4244 51.0113 257.031 24.8743 18.095 
94.5 15.5292 84.4708 205.423 43.4665 51.1103 256.941 24.9115 18.1473 
94.6 15.5017 84.4983 205.282 43.5085 51.2094 256.852 24.9486 18.1998 
94.7 15.4743 84.5257 205.141 43.5505 51.3085 256.762 24.9858 18.2524 
94.8 15.4471 84.5529 205 43.5925 51.4076 256.672 25.0231 18.3052 
94.9 15.4199 84.5801 204.859 43.6344 51.5069 256.581 25.0604 18.3581 
95 15.393 84.607 204.717 43.6763 51.6062 256.491 25.0978 18.4112 
95.1 15.3661 84.6339 204.576 43.7182 51.7056 256.4 25.1352 18.4645 
95.2 15.3394 84.6606 204.435 43.7601 51.805 256.309 25.1727 18.518 
95.3 15.3128 84.6872 204.294 43.802 51.9045 256.218 25.2102 18.5716 
95.4 15.2863 84.7137 204.152 43.8438 52.004 256.127 25.2478 18.6254 
95.5 15.26 84.74 204.011 43.8856 52.1037 256.035 25.2854 18.6793 
95.6 15.2338 84.7662 203.869 43.9274 52.2033 255.944 25.323 18.7334 
95.7 15.2077 84.7923 203.728 43.9691 52.3031 255.852 25.3607 18.7877 
95.8 15.1818 84.8182 203.586 44.0109 52.4029 255.759 25.3985 18.8421 
95.9 15.156 84.844 203.445 44.0526 52.5028 255.667 25.4363 18.8967 
96 15.1303 84.8697 203.303 44.0943 52.6027 255.574 25.4742 18.9515 
96.1 15.1047 84.8953 203.161 44.1359 52.7027 255.481 25.5121 19.0065 
96.2 15.0793 84.9207 203.02 44.1776 52.8027 255.388 25.5501 19.0616 
96.3 15.054 84.946 202.878 44.2192 52.9028 255.295 25.5881 19.1169 
96.4 15.0289 84.9711 202.736 44.2608 53.003 255.202 25.6261 19.1723 
96.5 15.0038 84.9962 202.594 44.3023 53.1032 255.108 25.6642 19.2279 
96.6 14.9789 85.0211 202.453 44.3439 53.2035 255.014 25.7024 19.2837 
96.7 14.9541 85.0459 202.311 44.3854 53.3039 254.92 25.7406 19.3397 
96.8 14.9294 85.0706 202.169 44.4269 53.4043 254.825 25.7788 19.3958 
96.9 14.9049 85.0951 202.027 44.4683 53.5048 254.731 25.8171 19.4521 
97 14.8805 85.1195 201.885 44.5098 53.6053 254.636 25.8555 19.5085 
97.1 14.8562 85.1438 201.743 44.5512 53.7059 254.541 25.8939 19.5652 
97.2 14.832 85.168 201.601 44.5926 53.8065 254.446 25.9323 19.622 
97.3 14.808 85.192 201.459 44.634 53.9072 254.35 25.9708 19.6789 
97.4 14.7841 85.2159 201.317 44.6753 54.008 254.255 26.0094 19.7361 
97.5 14.7603 85.2397 201.175 44.7166 54.1088 254.159 26.0479 19.7934 
97.6 14.7366 85.2634 201.032 44.7579 54.2097 254.063 26.0866 19.8509 
97.7 14.7131 85.2869 200.89 44.7992 54.3106 253.966 26.1253 19.9085 
97.8 14.6897 85.3103 200.748 44.8404 54.4116 253.87 26.164 19.9663 
97.9 14.6664 85.3336 200.606 44.8816 54.5127 253.773 26.2028 20.0243 
98 14.6432 85.3568 200.463 44.9228 54.6138 253.676 26.2416 20.0825 
98.1 14.6201 85.3799 200.321 44.964 54.715 253.579 26.2804 20.1408 
98.2 14.5972 85.4028 200.179 45.0051 54.8162 253.481 26.3194 20.1993 
98.3 14.5744 85.4256 200.036 45.0462 54.9174 253.384 26.3583 20.258 
98.4 14.5517 85.4483 199.894 45.0873 55.0188 253.286 26.3973 20.3169 
98.5 14.5291 85.4709 199.751 45.1283 55.1202 253.188 26.4364 20.3759 
98.6 14.5067 85.4933 199.609 45.1694 55.2216 253.089 26.4755 20.4351 
