#t MKKK MKKK_P MKK MKK_P MKK_PP MAPK MAPK_P MAPK_PP 
##CONCENTRATIONS
40.21 51.7735 48.2265 266.972 20.1542 12.8736 279.653 13.2124 7.13513 
40.22 51.764 48.236 266.965 20.1578 12.8771 279.652 13.2132 7.13502 
40.23 51.7544 48.2456 266.958 20.1615 12.8805 279.651 13.214 7.13492 
40.24 51.7449 48.2551 266.951 20.1652 12.884 279.65 13.2148 7.13482 
40.25 51.7353 48.2647 266.944 20.1689 12.8874 279.65 13.2156 7.13471 
40.26 51.7258 48.2742 266.937 20.1725 12.8909 279.649 13.2165 7.13461 
40.27 51.7163 48.2837 266.929 20.1762 12.8943 279.648 13.2173 7.13451 
40.28 51.7067 48.2933 266.922 20.1799 12.8978 279.647 13.2181 7.13441 
40.29 51.6972 48.3028 266.915 20.1835 12.9013 279.647 13.2189 7.13431 
40.3 51.6876 48.3124 266.908 20.1872 12.9047 279.646 13.2197 7.13421 
40.31 51.6781 48.3219 266.901 20.1909 12.9082 279.645 13.2206 7.13411 
40.32 51.6686 48.3314 266.894 20.1946 12.9116 279.645 13.2214 7.13401 
40.33 51.659 48.341 266.887 20.1982 12.9151 279.644 13.2222 7.13391 
40.34 51.6495 48.3505 266.88 20.2019 12.9186 279.643 13.223 7.13381 
40.35 51.6399 48.3601 266.872 20.2056 12.922 279.642 13.2238 7.13371 
40.36 51.6304 48.3696 266.865 20.2092 12.9255 279.642 13.2247 7.13361 
40.37 51.6209 48.3791 266.858 20.2129 12.929 279.641 13.2255 7.13351 
40.38 51.6113 48.3887 266.851 20.2166 12.9324 279.64 13.2263 7.13342 
40.39 51.6018 48.3982 266.844 20.2203 12.9359 279.64 13.2271 7.13332 
40.4 51.5923 48.4077 266.837 20.2239 12.9394 279.639 13.2279 7.13323 
40.41 51.5827 48.4173 266.83 20.2276 12.9429 279.638 13.2288 7.13313 
40.42 51.5732 48.4268 266.822 20.2313 12.9463 279.637 13.2296 7.13304 
40.43 51.5636 48.4364 266.815 20.235 12.9498 279.637 13.2304 7.13294 
40.44 51.5541 48.4459 266.808 20.2387 12.9533 279.636 13.2312 7.13285 
40.45 51.5446 48.4554 266.801 20.2423 12.9568 279.635 13.2321 7.13275 
40.46 51.535 48.465 266.794 20.246 12.9603 279.634 13.2329 7.13266 
40.47 51.5255 48.4745 266.787 20.2497 12.9638 279.634 13.2337 7.13257 
40.48 51.516 48.484 266.779 20.2534 12.9672 279.633 13.2345 7.13248 
40.49 51.5064 48.4936 266.772 20.2571 12.9707 279.632 13.2354 7.13239 
40.5 51.4969 48.5031 266.765 20.2607 12.9742 279.632 13.2362 7.13229 
40.51 51.4874 48.5126 266.758 20.2644 12.9777 279.631 13.237 7.1322 
40.52 51.4778 48.5222 266.751 20.2681 12.9812 279.63 13.2378 7.13211 
40.53 51.4683 48.5317 266.744 20.2718 12.9847 279.629 13.2387 7.13202 
40.54 51.4588 48.5412 266.736 20.2755 12.9882 279.629 13.2395 7.13193 
40.55 51.4492 48.5508 266.729 20.2792 12.9917 279.628 13.2403 7.13185 
40.56 51.4397 48.5603 266.722 20.2828 12.9952 279.627 13.2411 7.13176 
40.57 51.4302 48.5698 266.715 20.2865 12.9987 279.626 13.242 7.13167 
40.58 51.4206 48.5794 266.708 20.2902 13.0022 279.626 13.2428 7.13158 
40.59 51.4111 48.5889 266.7 20.2939 13.0057 279.625 13.2436 7.1315 
40.6 51.4016 48.5984 266.693 20.2976 13.0092 279.624 13.2445 7.13141 
40.61 51.3921 48.6079 266.686 20.3013 13.0127 279.623 13.2453 7.13132 
40.62 51.3825 48.6175 266.679 20.305 13.0162 279.623 13.2461 7.13124 
40.63 51.373 48.627 266.672 20.3086 13.0197 279.622 13.2469 7.13115 
40.64 51.3635 48.6365 266.664 20.3123 13.0232 279.621 13.2478 7.13107 
40.65 51.3539 48.6461 266.657 20.316 13.0267 279.62 13.2486 7.13099 
40.66 51.3444 48.6556 266.65 20.3197 13.0302 279.62 13.2494 7.1309 
40.67 51.3349 48.6651 266.643 20.3234 13.0337 279.619 13.2503 7.13082 
40.68 51.3254 48.6746 266.636 20.3271 13.0372 279.618 13.2511 7.13074 
40.69 51.3158 48.6842 266.628 20.3308 13.0408 279.617 13.2519 7.13065 
40.7 51.3063 48.6937 266.621 20.3345 13.0443 279.617 13.2528 7.13057 
40.71 51.2968 48.7032 266.614 20.3382 13.0478 279.616 13.2536 7.13049 
40.72 51.2873 48.7127 266.607 20.3419 13.0513 279.615 13.2544 7.13041 
40.73 51.2777 48.7223 266.6 20.3456 13.0548 279.614 13.2552 7.13033 
40.74 51.2682 48.7318 266.592 20.3492 13.0584 279.614 13.2561 7.13025 
40.75 51.2587 48.7413 266.585 20.3529 13.0619 279.613 13.2569 7.13017 
40.76 51.2492 48.7508 266.578 20.3566 13.0654 279.612 13.2577 7.13009 
40.77 51.2396 48.7604 266.571 20.3603 13.0689 279.611 13.2586 7.13002 
40.78 51.2301 48.7699 266.564 20.364 13.0725 279.611 13.2594 7.12994 
40.79 51.2206 48.7794 266.556 20.3677 13.076 279.61 13.2602 7.12986 
40.8 51.2111 48.7889 266.549 20.3714 13.0795 279.609 13.2611 7.12978 
40.81 51.2015 48.7985 266.542 20.3751 13.083 279.608 13.2619 7.12971 
40.82 51.192 48.808 266.535 20.3788 13.0866 279.608 13.2627 7.12963 
40.83 51.1825 48.8175 266.527 20.3825 13.0901 279.607 13.2636 7.12956 
40.84 51.173 48.827 266.52 20.3862 13.0937 279.606 13.2644 7.12948 
40.85 51.1635 48.8365 266.513 20.3899 13.0972 279.605 13.2652 7.12941 
40.86 51.1539 48.8461 266.506 20.3936 13.1007 279.605 13.2661 7.12933 
40.87 51.1444 48.8556 266.498 20.3973 13.1043 279.604 13.2669 7.12926 
40.88 51.1349 48.8651 266.491 20.401 13.1078 279.603 13.2678 7.12919 
40.89 51.1254 48.8746 266.484 20.4047 13.1114 279.602 13.2686 7.12911 
40.9 51.1159 48.8841 266.477 20.4084 13.1149 279.602 13.2694 7.12904 
40.91 51.1063 48.8937 266.469 20.4121 13.1184 279.601 13.2703 7.12897 
40.92 51.0968 48.9032 266.462 20.4158 13.122 279.6 13.2711 7.1289 
40.93 51.0873 48.9127 266.455 20.4195 13.1255 279.599 13.2719 7.12883 
40.94 51.0778 48.9222 266.448 20.4232 13.1291 279.598 13.2728 7.12876 
40.95 51.0683 48.9317 266.44 20.4269 13.1326 279.598 13.2736 7.12869 
40.96 51.0587 48.9413 266.433 20.4306 13.1362 279.597 13.2745 7.12862 
40.97 51.0492 48.9508 266.426 20.4343 13.1397 279.596 13.2753 7.12855 
40.98 51.0397 48.9603 266.419 20.438 13.1433 279.595 13.2761 7.12848 
40.99 51.0302 48.9698 266.411 20.4417 13.1469 279.595 13.277 7.12841 
41 51.0207 48.9793 266.404 20.4455 13.1504 279.594 13.2778 7.12835 
41.01 51.0112 48.9888 266.397 20.4492 13.154 279.593 13.2786 7.12828 
41.02 51.0017 48.9983 266.39 20.4529 13.1575 279.592 13.2795 7.12821 
41.03 50.9921 49.0079 266.382 20.4566 13.1611 279.592 13.2803 7.12815 
41.04 50.9826 49.0174 266.375 20.4603 13.1647 279.591 13.2812 7.12808 
41.05 50.9731 49.0269 266.368 20.464 13.1682 279.59 13.282 7.12802 
41.06 50.9636 49.0364 266.36 20.4677 13.1718 279.589 13.2829 7.12795 
41.07 50.9541 49.0459 266.353 20.4714 13.1754 279.588 13.2837 7.12789 
41.08 50.9446 49.0554 266.346 20.4751 13.1789 279.588 13.2845 7.12783 
41.09 50.9351 49.0649 266.339 20.4788 13.1825 279.587 13.2854 7.12776 
41.1 50.9255 49.0745 266.331 20.4825 13.1861 279.586 13.2862 7.1277 
41.11 50.916 49.084 266.324 20.4863 13.1897 279.585 13.2871 7.12764 
41.12 50.9065 49.0935 266.317 20.49 13.1932 279.585 13.2879 7.12758 
41.13 50.897 49.103 266.31 20.4937 13.1968 279.584 13.2887 7.12752 
41.14 50.8875 49.1125 266.302 20.4974 13.2004 279.583 13.2896 7.12746 
41.15 50.878 49.122 266.295 20.5011 13.204 279.582 13.2904 7.1274 
41.16 50.8685 49.1315 266.288 20.5048 13.2076 279.581 13.2913 7.12734 
41.17 50.859 49.141 266.28 20.5085 13.2111 279.581 13.2921 7.12728 
41.18 50.8495 49.1505 266.273 20.5123 13.2147 279.58 13.293 7.12722 
41.19 50.84 49.16 266.266 20.516 13.2183 279.579 13.2938 7.12716 
41.2 50.8304 49.1696 266.258 20.5197 13.2219 279.578 13.2947 7.1271 
41.21 50.8209 49.1791 266.251 20.5234 13.2255 279.577 13.2955 7.12705 
41.22 50.8114 49.1886 266.244 20.5271 13.2291 279.577 13.2963 7.12699 
41.23 50.8019 49.1981 266.237 20.5308 13.2327 279.576 13.2972 7.12693 
41.24 50.7924 49.2076 266.229 20.5346 13.2363 279.575 13.298 7.12688 
41.25 50.7829 49.2171 266.222 20.5383 13.2398 279.574 13.2989 7.12682 
41.26 50.7734 49.2266 266.215 20.542 13.2434 279.573 13.2997 7.12677 
41.27 50.7639 49.2361 266.207 20.5457 13.247 279.573 13.3006 7.12671 
41.28 50.7544 49.2456 266.2 20.5494 13.2506 279.572 13.3014 7.12666 
41.29 50.7449 49.2551 266.193 20.5532 13.2542 279.571 13.3023 7.12661 
41.3 50.7354 49.2646 266.185 20.5569 13.2578 279.57 13.3031 7.12655 
41.31 50.7259 49.2741 266.178 20.5606 13.2614 279.57 13.304 7.1265 
41.32 50.7164 49.2836 266.171 20.5643 13.265 279.569 13.3048 7.12645 
41.33 50.7069 49.2931 266.163 20.568 13.2686 279.568 13.3057 7.1264 
41.34 50.6974 49.3026 266.156 20.5718 13.2723 279.567 13.3065 7.12635 
41.35 50.6879 49.3121 266.149 20.5755 13.2759 279.566 13.3074 7.1263 
41.36 50.6784 49.3216 266.141 20.5792 13.2795 279.566 13.3082 7.12625 
41.37 50.6689 49.3311 266.134 20.5829 13.2831 279.565 13.3091 7.1262 
41.38 50.6594 49.3406 266.127 20.5867 13.2867 279.564 13.3099 7.12615 
41.39 50.6499 49.3501 266.119 20.5904 13.2903 279.563 13.3108 7.1261 
41.4 50.6404 49.3596 266.112 20.5941 13.2939 279.562 13.3116 7.12605 
41.41 50.6309 49.3691 266.105 20.5978 13.2975 279.562 13.3125 7.12601 
41.42 50.6214 49.3786 266.097 20.6016 13.3012 279.561 13.3133 7.12596 
41.43 50.6119 49.3881 266.09 20.6053 13.3048 279.56 13.3142 7.12591 
41.44 50.6024 49.3976 266.083 20.609 13.3084 279.559 13.315 7.12587 
41.45 50.5929 49.4071 266.075 20.6127 13.312 279.558 13.3159 7.12582 
41.46 50.5834 49.4166 266.068 20.6165 13.3156 279.557 13.3167 7.12578 
41.47 50.5739 49.4261 266.061 20.6202 13.3193 279.557 13.3176 7.12573 
41.48 50.5644 49.4356 266.053 20.6239 13.3229 279.556 13.3184 7.12569 
41.49 50.5549 49.4451 266.046 20.6277 13.3265 279.555 13.3193 7.12564 
41.5 50.5454 49.4546 266.038 20.6314 13.3302 279.554 13.3201 7.1256 
41.51 50.5359 49.4641 266.031 20.6351 13.3338 279.553 13.321 7.12556 
41.52 50.5264 49.4736 266.024 20.6389 13.3374 279.553 13.3219 7.12552 
41.53 50.5169 49.4831 266.016 20.6426 13.341 279.552 13.3227 7.12547 
41.54 50.5074 49.4926 266.009 20.6463 13.3447 279.551 13.3236 7.12543 
41.55 50.4979 49.5021 266.002 20.6501 13.3483 279.55 13.3244 7.12539 
41.56 50.4884 49.5116 265.994 20.6538 13.352 279.549 13.3253 7.12535 
41.57 50.4789 49.5211 265.987 20.6575 13.3556 279.549 13.3261 7.12531 
41.58 50.4694 49.5306 265.979 20.6613 13.3592 279.548 13.327 7.12527 
41.59 50.4599 49.5401 265.972 20.665 13.3629 279.547 13.3278 7.12523 
41.6 50.4504 49.5496 265.965 20.6687 13.3665 279.546 13.3287 7.1252 
41.61 50.4409 49.5591 265.957 20.6725 13.3702 279.545 13.3296 7.12516 
41.62 50.4315 49.5685 265.95 20.6762 13.3738 279.544 13.3304 7.12512 
41.63 50.422 49.578 265.943 20.6799 13.3775 279.544 13.3313 7.12509 
41.64 50.4125 49.5875 265.935 20.6837 13.3811 279.543 13.3321 7.12505 
41.65 50.403 49.597 265.928 20.6874 13.3848 279.542 13.333 7.12501 
41.66 50.3935 49.6065 265.92 20.6912 13.3884 279.541 13.3338 7.12498 
41.67 50.384 49.616 265.913 20.6949 13.3921 279.54 13.3347 7.12494 
41.68 50.3745 49.6255 265.906 20.6986 13.3957 279.54 13.3356 7.12491 
41.69 50.365 49.635 265.898 20.7024 13.3994 279.539 13.3364 7.12487 
41.7 50.3555 49.6445 265.891 20.7061 13.403 279.538 13.3373 7.12484 
41.71 50.346 49.654 265.883 20.7099 13.4067 279.537 13.3381 7.12481 
41.72 50.3366 49.6634 265.876 20.7136 13.4104 279.536 13.339 7.12478 
41.73 50.3271 49.6729 265.869 20.7173 13.414 279.535 13.3399 7.12474 
41.74 50.3176 49.6824 265.861 20.7211 13.4177 279.535 13.3407 7.12471 
41.75 50.3081 49.6919 265.854 20.7248 13.4213 279.534 13.3416 7.12468 
41.76 50.2986 49.7014 265.846 20.7286 13.425 279.533 13.3424 7.12465 
41.77 50.2891 49.7109 265.839 20.7323 13.4287 279.532 13.3433 7.12462 
41.78 50.2796 49.7204 265.832 20.7361 13.4323 279.531 13.3442 7.12459 
41.79 50.2701 49.7299 265.824 20.7398 13.436 279.53 13.345 7.12456 
41.8 50.2607 49.7393 265.817 20.7436 13.4397 279.53 13.3459 7.12454 
41.81 50.2512 49.7488 265.809 20.7473 13.4434 279.529 13.3468 7.12451 
41.82 50.2417 49.7583 265.802 20.751 13.447 279.528 13.3476 7.12448 
41.83 50.2322 49.7678 265.794 20.7548 13.4507 279.527 13.3485 7.12445 
41.84 50.2227 49.7773 265.787 20.7585 13.4544 279.526 13.3493 7.12443 
41.85 50.2132 49.7868 265.78 20.7623 13.4581 279.525 13.3502 7.1244 
41.86 50.2038 49.7962 265.772 20.766 13.4617 279.525 13.3511 7.12438 
41.87 50.1943 49.8057 265.765 20.7698 13.4654 279.524 13.3519 7.12435 
41.88 50.1848 49.8152 265.757 20.7735 13.4691 279.523 13.3528 7.12433 
41.89 50.1753 49.8247 265.75 20.7773 13.4728 279.522 13.3537 7.1243 
41.9 50.1658 49.8342 265.742 20.781 13.4765 279.521 13.3545 7.12428 
41.91 50.1564 49.8436 265.735 20.7848 13.4802 279.52 13.3554 7.12426 
41.92 50.1469 49.8531 265.728 20.7885 13.4839 279.519 13.3563 7.12423 
41.93 50.1374 49.8626 265.72 20.7923 13.4875 279.519 13.3571 7.12421 
41.94 50.1279 49.8721 265.713 20.796 13.4912 279.518 13.358 7.12419 
41.95 50.1184 49.8816 265.705 20.7998 13.4949 279.517 13.3589 7.12417 
41.96 50.109 49.891 265.698 20.8036 13.4986 279.516 13.3597 7.12415 
41.97 50.0995 49.9005 265.69 20.8073 13.5023 279.515 13.3606 7.12413 
41.98 50.09 49.91 265.683 20.8111 13.506 279.514 13.3615 7.12411 
41.99 50.0805 49.9195 265.675 20.8148 13.5097 279.514 13.3623 7.12409 
42 50.071 49.929 265.668 20.8186 13.5134 279.513 13.3632 7.12407 
42.01 50.0616 49.9384 265.661 20.8223 13.5171 279.512 13.3641 7.12405 
42.02 50.0521 49.9479 265.653 20.8261 13.5208 279.511 13.3649 7.12403 
42.03 50.0426 49.9574 265.646 20.8298 13.5245 279.51 13.3658 7.12402 
42.04 50.0331 49.9669 265.638 20.8336 13.5282 279.509 13.3667 7.124 
42.05 50.0237 49.9763 265.631 20.8374 13.5319 279.508 13.3676 7.12398 
42.06 50.0142 49.9858 265.623 20.8411 13.5356 279.508 13.3684 7.12397 
42.07 50.0047 49.9953 265.616 20.8449 13.5393 279.507 13.3693 7.12395 
42.08 49.9952 50.0048 265.608 20.8486 13.5431 279.506 13.3702 7.12394 
42.09 49.9858 50.0142 265.601 20.8524 13.5468 279.505 13.371 7.12393 
42.1 49.9763 50.0237 265.593 20.8561 13.5505 279.504 13.3719 7.12391 
42.11 49.9668 50.0332 265.586 20.8599 13.5542 279.503 13.3728 7.1239 
42.12 49.9574 50.0426 265.578 20.8637 13.5579 279.502 13.3737 7.12389 
42.13 49.9479 50.0521 265.571 20.8674 13.5616 279.502 13.3745 7.12387 
42.14 49.9384 50.0616 265.563 20.8712 13.5654 279.501 13.3754 7.12386 
42.15 49.9289 50.0711 265.556 20.875 13.5691 279.5 13.3763 7.12385 
42.16 49.9195 50.0805 265.548 20.8787 13.5728 279.499 13.3772 7.12384 
42.17 49.91 50.09 265.541 20.8825 13.5765 279.498 13.378 7.12383 
42.18 49.9005 50.0995 265.534 20.8862 13.5802 279.497 13.3789 7.12382 
42.19 49.8911 50.1089 265.526 20.89 13.584 279.496 13.3798 7.12381 
42.2 49.8816 50.1184 265.519 20.8938 13.5877 279.496 13.3807 7.1238 
42.21 49.8721 50.1279 265.511 20.8975 13.5914 279.495 13.3815 7.12379 
42.22 49.8627 50.1373 265.504 20.9013 13.5952 279.494 13.3824 7.12379 
42.23 49.8532 50.1468 265.496 20.9051 13.5989 279.493 13.3833 7.12378 
42.24 49.8437 50.1563 265.489 20.9088 13.6026 279.492 13.3842 7.12377 
42.25 49.8343 50.1657 265.481 20.9126 13.6064 279.491 13.385 7.12377 
42.26 49.8248 50.1752 265.474 20.9164 13.6101 279.49 13.3859 7.12376 
42.27 49.8153 50.1847 265.466 20.9201 13.6138 279.489 13.3868 7.12376 
42.28 49.8059 50.1941 265.459 20.9239 13.6176 279.489 13.3877 7.12375 
42.29 49.7964 50.2036 265.451 20.9277 13.6213 279.488 13.3885 7.12375 
42.3 49.7869 50.2131 265.443 20.9315 13.6251 279.487 13.3894 7.12374 
42.31 49.7775 50.2225 265.436 20.9352 13.6288 279.486 13.3903 7.12374 
42.32 49.768 50.232 265.428 20.939 13.6325 279.485 13.3912 7.12374 
42.33 49.7585 50.2415 265.421 20.9428 13.6363 279.484 13.3921 7.12373 
42.34 49.7491 50.2509 265.413 20.9465 13.64 279.483 13.3929 7.12373 
42.35 49.7396 50.2604 265.406 20.9503 13.6438 279.482 13.3938 7.12373 
42.36 49.7302 50.2698 265.398 20.9541 13.6475 279.482 13.3947 7.12373 
42.37 49.7207 50.2793 265.391 20.9579 13.6513 279.481 13.3956 7.12373 
42.38 49.7112 50.2888 265.383 20.9616 13.655 279.48 13.3964 7.12373 
42.39 49.7018 50.2982 265.376 20.9654 13.6588 279.479 13.3973 7.12373 
42.4 49.6923 50.3077 265.368 20.9692 13.6626 279.478 13.3982 7.12373 
42.41 49.6829 50.3171 265.361 20.9729 13.6663 279.477 13.3991 7.12374 
42.42 49.6734 50.3266 265.353 20.9767 13.6701 279.476 13.4 7.12374 
42.43 49.6639 50.3361 265.346 20.9805 13.6738 279.475 13.4009 7.12374 
42.44 49.6545 50.3455 265.338 20.9843 13.6776 279.475 13.4017 7.12374 
42.45 49.645 50.355 265.331 20.9881 13.6814 279.474 13.4026 7.12375 
42.46 49.6356 50.3644 265.323 20.9918 13.6851 279.473 13.4035 7.12375 
42.47 49.6261 50.3739 265.315 20.9956 13.6889 279.472 13.4044 7.12376 
42.48 49.6167 50.3833 265.308 20.9994 13.6927 279.471 13.4053 7.12376 
42.49 49.6072 50.3928 265.3 21.0032 13.6964 279.47 13.4062 7.12377 
42.5 49.5977 50.4023 265.293 21.0069 13.7002 279.469 13.407 7.12377 
42.51 49.5883 50.4117 265.285 21.0107 13.704 279.468 13.4079 7.12378 
42.52 49.5788 50.4212 265.278 21.0145 13.7077 279.467 13.4088 7.12379 
42.53 49.5694 50.4306 265.27 21.0183 13.7115 279.467 13.4097 7.1238 
42.54 49.5599 50.4401 265.263 21.0221 13.7153 279.466 13.4106 7.1238 
42.55 49.5505 50.4495 265.255 21.0258 13.7191 279.465 13.4115 7.12381 
42.56 49.541 50.459 265.248 21.0296 13.7229 279.464 13.4123 7.12382 
42.57 49.5316 50.4684 265.24 21.0334 13.7266 279.463 13.4132 7.12383 
42.58 49.5221 50.4779 265.232 21.0372 13.7304 279.462 13.4141 7.12384 
42.59 49.5127 50.4873 265.225 21.041 13.7342 279.461 13.415 7.12385 
42.6 49.5032 50.4968 265.217 21.0448 13.738 279.46 13.4159 7.12386 
42.61 49.4938 50.5062 265.21 21.0485 13.7418 279.459 13.4168 7.12388 
42.62 49.4843 50.5157 265.202 21.0523 13.7456 279.458 13.4177 7.12389 
42.63 49.4749 50.5251 265.195 21.0561 13.7493 279.458 13.4186 7.1239 
42.64 49.4654 50.5346 265.187 21.0599 13.7531 279.457 13.4194 7.12391 
42.65 49.456 50.544 265.179 21.0637 13.7569 279.456 13.4203 7.12393 
42.66 49.4465 50.5535 265.172 21.0675 13.7607 279.455 13.4212 7.12394 
42.67 49.4371 50.5629 265.164 21.0713 13.7645 279.454 13.4221 7.12396 
42.68 49.4276 50.5724 265.157 21.0751 13.7683 279.453 13.423 7.12397 
42.69 49.4182 50.5818 265.149 21.0788 13.7721 279.452 13.4239 7.12399 
42.7 49.4087 50.5913 265.141 21.0826 13.7759 279.451 13.4248 7.124 
42.71 49.3993 50.6007 265.134 21.0864 13.7797 279.45 13.4257 7.12402 
42.72 49.3898 50.6102 265.126 21.0902 13.7835 279.449 13.4266 7.12404 
42.73 49.3804 50.6196 265.119 21.094 13.7873 279.448 13.4275 7.12406 
42.74 49.3709 50.6291 265.111 21.0978 13.7911 279.448 13.4284 7.12407 
42.75 49.3615 50.6385 265.103 21.1016 13.7949 279.447 13.4292 7.12409 
42.76 49.352 50.648 265.096 21.1054 13.7987 279.446 13.4301 7.12411 
42.77 49.3426 50.6574 265.088 21.1092 13.8025 279.445 13.431 7.12413 
42.78 49.3332 50.6668 265.081 21.113 13.8063 279.444 13.4319 7.12415 
42.79 49.3237 50.6763 265.073 21.1167 13.8102 279.443 13.4328 7.12417 
42.8 49.3143 50.6857 265.065 21.1205 13.814 279.442 13.4337 7.12419 
42.81 49.3048 50.6952 265.058 21.1243 13.8178 279.441 13.4346 7.12422 
42.82 49.2954 50.7046 265.05 21.1281 13.8216 279.44 13.4355 7.12424 
42.83 49.2859 50.7141 265.043 21.1319 13.8254 279.439 13.4364 7.12426 
42.84 49.2765 50.7235 265.035 21.1357 13.8292 279.438 13.4373 7.12428 
42.85 49.2671 50.7329 265.027 21.1395 13.8331 279.438 13.4382 7.12431 
42.86 49.2576 50.7424 265.02 21.1433 13.8369 279.437 13.4391 7.12433 
42.87 49.2482 50.7518 265.012 21.1471 13.8407 279.436 13.44 7.12436 
42.88 49.2387 50.7613 265.005 21.1509 13.8445 279.435 13.4409 7.12438 
42.89 49.2293 50.7707 264.997 21.1547 13.8484 279.434 13.4418 7.12441 
42.9 49.2199 50.7801 264.989 21.1585 13.8522 279.433 13.4427 7.12444 
42.91 49.2104 50.7896 264.982 21.1623 13.856 279.432 13.4436 7.12446 
42.92 49.201 50.799 264.974 21.1661 13.8598 279.431 13.4445 7.12449 
42.93 49.1916 50.8084 264.966 21.1699 13.8637 279.43 13.4454 7.12452 
42.94 49.1821 50.8179 264.959 21.1737 13.8675 279.429 13.4463 7.12455 
42.95 49.1727 50.8273 264.951 21.1775 13.8713 279.428 13.4471 7.12458 
42.96 49.1632 50.8368 264.944 21.1813 13.8752 279.427 13.448 7.1246 
42.97 49.1538 50.8462 264.936 21.1851 13.879 279.426 13.4489 7.12463 
42.98 49.1444 50.8556 264.928 21.1889 13.8828 279.425 13.4498 7.12466 
42.99 49.1349 50.8651 264.921 21.1927 13.8867 279.425 13.4507 7.1247 
43 49.1255 50.8745 264.913 21.1965 13.8905 279.424 13.4516 7.12473 
43.01 49.1161 50.8839 264.905 21.2003 13.8944 279.423 13.4525 7.12476 
43.02 49.1066 50.8934 264.898 21.2041 13.8982 279.422 13.4534 7.12479 
43.03 49.0972 50.9028 264.89 21.2079 13.9021 279.421 13.4543 7.12482 
43.04 49.0878 50.9122 264.882 21.2117 13.9059 279.42 13.4552 7.12486 
43.05 49.0784 50.9216 264.875 21.2155 13.9098 279.419 13.4561 7.12489 
43.06 49.0689 50.9311 264.867 21.2193 13.9136 279.418 13.4571 7.12493 
43.07 49.0595 50.9405 264.859 21.2231 13.9175 279.417 13.458 7.12496 
43.08 49.0501 50.9499 264.852 21.2269 13.9213 279.416 13.4589 7.125 
43.09 49.0406 50.9594 264.844 21.2308 13.9252 279.415 13.4598 7.12503 
43.1 49.0312 50.9688 264.836 21.2346 13.929 279.414 13.4607 7.12507 
43.11 49.0218 50.9782 264.829 21.2384 13.9329 279.413 13.4616 7.12511 
43.12 49.0123 50.9877 264.821 21.2422 13.9367 279.412 13.4625 7.12514 
43.13 49.0029 50.9971 264.813 21.246 13.9406 279.411 13.4634 7.12518 
43.14 48.9935 51.0065 264.806 21.2498 13.9445 279.411 13.4643 7.12522 
43.15 48.9841 51.0159 264.798 21.2536 13.9483 279.41 13.4652 7.12526 
43.16 48.9746 51.0254 264.79 21.2574 13.9522 279.409 13.4661 7.1253 
43.17 48.9652 51.0348 264.783 21.2612 13.956 279.408 13.467 7.12534 
43.18 48.9558 51.0442 264.775 21.265 13.9599 279.407 13.4679 7.12538 
43.19 48.9464 51.0536 264.767 21.2689 13.9638 279.406 13.4688 7.12542 
43.2 48.9369 51.0631 264.76 21.2727 13.9677 279.405 13.4697 7.12546 
43.21 48.9275 51.0725 264.752 21.2765 13.9715 279.404 13.4706 7.1255 
43.22 48.9181 51.0819 264.744 21.2803 13.9754 279.403 13.4715 7.12555 
43.23 48.9087 51.0913 264.737 21.2841 13.9793 279.402 13.4724 7.12559 
43.24 48.8992 51.1008 264.729 21.2879 13.9831 279.401 13.4733 7.12563 
43.25 48.8898 51.1102 264.721 21.2917 13.987 279.4 13.4742 7.12568 
43.26 48.8804 51.1196 264.714 21.2955 13.9909 279.399 13.4752 7.12572 
43.27 48.871 51.129 264.706 21.2994 13.9948 279.398 13.4761 7.12577 
43.28 48.8616 51.1384 264.698 21.3032 13.9987 279.397 13.477 7.12581 
43.29 48.8521 51.1479 264.69 21.307 14.0025 279.396 13.4779 7.12586 
43.3 48.8427 51.1573 264.683 21.3108 14.0064 279.395 13.4788 7.12591 
43.31 48.8333 51.1667 264.675 21.3146 14.0103 279.394 13.4797 7.12595 
43.32 48.8239 51.1761 264.667 21.3184 14.0142 279.393 13.4806 7.126 
43.33 48.8145 51.1855 264.66 21.3223 14.0181 279.392 13.4815 7.12605 
43.34 48.805 51.195 264.652 21.3261 14.022 279.391 13.4824 7.1261 
43.35 48.7956 51.2044 264.644 21.3299 14.0259 279.391 13.4833 7.12615 
43.36 48.7862 51.2138 264.637 21.3337 14.0298 279.39 13.4843 7.1262 
43.37 48.7768 51.2232 264.629 21.3375 14.0337 279.389 13.4852 7.12625 
43.38 48.7674 51.2326 264.621 21.3414 14.0375 279.388 13.4861 7.1263 
43.39 48.758 51.242 264.613 21.3452 14.0414 279.387 13.487 7.12635 
43.4 48.7485 51.2515 264.606 21.349 14.0453 279.386 13.4879 7.1264 
43.41 48.7391 51.2609 264.598 21.3528 14.0492 279.385 13.4888 7.12645 
43.42 48.7297 51.2703 264.59 21.3567 14.0531 279.384 13.4897 7.12651 
43.43 48.7203 51.2797 264.582 21.3605 14.057 279.383 13.4906 7.12656 
43.44 48.7109 51.2891 264.575 21.3643 14.0609 279.382 13.4916 7.12661 
43.45 48.7015 51.2985 264.567 21.3681 14.0649 279.381 13.4925 7.12667 
43.46 48.6921 51.3079 264.559 21.3719 14.0688 279.38 13.4934 7.12672 
43.47 48.6827 51.3173 264.552 21.3758 14.0727 279.379 13.4943 7.12678 
